"id","VCs","conj_type","path_id","level_id","example","% Specified"
"80000000000",207,"eliminated",0,1,"composite",0.793650793650794
"80020000000",207,"eliminated",0,2,"composite",1.58730158730159
"40000000080020000000",207,"eliminated",0,3,"composite",2.38095238095238
"8040000000080020000000",207,"eliminated",0,4,"composite",3.17460317460317
"2008040000000080020000000",211,"eliminated",0,5,"composite",3.96825396825397
"2008040200000080020000000",213,"eliminated",0,6,"composite",4.76190476190476
"2008042200000080020000000",219,"eliminated",0,7,"composite",5.55555555555556
"2008046200000080020000000",231,"eliminated",0,8,"composite",6.34920634920635
"2008046200100080020000000",235,"eliminated",0,9,"composite",7.14285714285714
"2009046200100080020000000",237,"eliminated",0,10,"composite",7.93650793650794
"2009046208100080020000000",237,"eliminated",0,11,"composite",8.73015873015873
"12009046208100080020000000",239,"eliminated",0,12,"composite",9.52380952380952
"12019046208100080020000000",243,"eliminated",0,13,"composite",10.3174603174603
"12019046208100080020000004",243,"eliminated",0,14,"composite",11.1111111111111
"12019046208100080020000006",246,"eliminated",0,15,"composite",11.9047619047619
"13019046208100080020000006",262,"eliminated",0,16,"composite",12.6984126984127
"13019046308100080020000006",269,"eliminated",0,17,"composite",13.4920634920635
"13019046308100081020000006",273,"eliminated",0,18,"composite",14.2857142857143
"1301904630810008102000000e",278,"eliminated",0,19,"composite",15.0793650793651
"1301904630810008102008000e",278,"eliminated",0,20,"composite",15.8730158730159
"130190463081000810a008000e",287,"eliminated",0,21,"composite",16.6666666666667
"130190463081000810b008000e",287,"eliminated",0,22,"composite",17.4603174603175
"130990463081000810b008000e",289,"eliminated",0,23,"composite",18.2539682539683
"20130990463081000810b008000e",291,"eliminated",0,24,"composite",19.047619047619
"30130990463081000810b008000e",296,"eliminated",0,25,"composite",19.8412698412698
"20030130990463081000810b008000e",302,"eliminated",0,26,"composite",20.6349206349206
"20030130990463081000850b008000e",316,"eliminated",0,27,"composite",21.4285714285714
"20030130990463081000850b008002e",331,"eliminated",0,28,"composite",22.2222222222222
"20030130d90463081000850b008002e",340,"eliminated",0,29,"composite",23.015873015873
"20230130d90463081000850b008002e",340,"eliminated",0,30,"composite",23.8095238095238
"20230130d90463081200850b008002e",404,"eliminated",0,31,"composite",24.6031746031746
"20230130d90463081200858b008002e",410,"eliminated",0,32,"composite",25.3968253968254
"20230130d90463081204858b008002e",430,"eliminated",0,33,"composite",26.1904761904762
"20230130d90463081204858b00a002e",442,"eliminated",0,34,"composite",26.984126984127
"20230130d9046308120c858b00a002e",443,"eliminated",0,35,"composite",27.7777777777778
"20230130d9046308920c858b00a002e",443,"eliminated",0,36,"composite",28.5714285714286
"20230130d9046308b20c858b00a002e",452,"eliminated",0,37,"composite",29.3650793650794
"20230130d9046308b20c858b00a006e",452,"eliminated",0,38,"composite",30.1587301587302
"20230130d9046308b20c858b40a006e",452,"eliminated",0,39,"composite",30.952380952381
"20230130d9046308b20e858b40a006e",506,"eliminated",0,40,"composite",31.7460317460317
"60230130d9046308b20e858b40a006e",517,"eliminated",0,41,"composite",32.5396825396825
"60238130d9046308b20e858b40a006e",523,"eliminated",0,42,"composite",33.3333333333333
"60238130d9046308b20e858b50a006e",535,"eliminated",0,43,"composite",34.1269841269841
"60238130d90c6308b20e858b50a006e",540,"eliminated",0,44,"composite",34.9206349206349
"60a38130d90c6308b20e858b50a006e",428,"eliminated",0,45,"composite",35.7142857142857
"60a38130d90c6b08b20e858b50a006e",428,"eliminated",0,46,"composite",36.5079365079365
"260a38130d90c6b08b20e858b50a006e",429,"eliminated",0,47,"composite",37.3015873015873
"260a38130d90c6f08b20e858b50a006e",431,"eliminated",0,48,"composite",38.0952380952381
"260a38130d90c6f48b20e858b50a006e",431,"eliminated",0,49,"composite",38.8888888888889
"260a38130d90c6f48b20e858f50a006e",434,"eliminated",0,50,"composite",39.6825396825397
"260a38130d90c6f48b20e858f50e006e",442,"eliminated",0,51,"composite",40.4761904761905
"260a38130d90d6f48b20e858f50e006e",449,"eliminated",0,52,"composite",41.2698412698413
"260a38132d90d6f48b20e858f50e006e",453,"eliminated",0,53,"composite",42.0634920634921
"260a38132d90d6f4ab20e858f50e006e",459,"eliminated",0,54,"composite",42.8571428571429
"261a38132d90d6f4ab20e858f50e006e",460,"eliminated",0,55,"composite",43.6507936507937
"261a38132d90d6f4ab20e858f51e006e",462,"eliminated",0,56,"composite",44.4444444444444
"261a38132dd0d6f4ab20e858f51e006e",464,"eliminated",0,57,"composite",45.2380952380952
"261a38132dd0d6f4ab20e858f51e086e",476,"eliminated",0,58,"composite",46.031746031746
"361a38132dd0d6f4ab20e858f51e086e",475,"eliminated",0,59,"composite",46.8253968253968
"361a38172dd0d6f4ab20e858f51e086e",482,"eliminated",0,60,"composite",47.6190476190476
"361a38172dd0d6f5ab20e858f51e086e",492,"eliminated",0,61,"composite",48.4126984126984
"361a38172dd0f6f5ab20e858f51e086e",492,"eliminated",0,62,"composite",49.2063492063492
"365a38172dd0f6f5ab20e858f51e086e",534,"eliminated",0,63,"composite",50
"365a38172dd4f6f5ab20e858f51e086e",600,"eliminated",0,64,"composite",50.7936507936508
"365a38173dd4f6f5ab20e858f51e086e",607,"eliminated",0,65,"composite",51.5873015873016
"365a38573dd4f6f5ab20e858f51e086e",609,"eliminated",0,66,"composite",52.3809523809524
"365a38573dd4f6f5ab20e858f51e486e",610,"eliminated",0,67,"composite",53.1746031746032
"365a38573dd4f6f5ab20e858f53e486e",611,"eliminated",0,68,"composite",53.968253968254
"365a38573dd4f6f5af20e858f53e486e",613,"eliminated",0,69,"composite",54.7619047619048
"365a38573dd4f6f5af20e858f5be486e",617,"eliminated",0,70,"composite",55.5555555555556
"365a38573df4f6f5af20e858f5be486e",624,"eliminated",0,71,"composite",56.3492063492063
"365a38573df4f6f5af20e858f5be48ee",624,"eliminated",0,72,"composite",57.1428571428571
